win_rate,id,num_games_played
0.6666666666666666,20231111173628,3
1.0,20231111173651,1
1.0,20231111173713,1
1.0,20231111173734,1
1.0,20231111173756,1
0.5714285714285714,20231111174010,7
1.0,20231111174032,1
1.0,20231111174056,1
1.0,20231111174116,1
1.0,20231111174148,1
1.0,20231111174205,1
